訂單編號,訂單日期,出貨日期,配送方式,客戶編號,城市,國家,產品名稱,產品類別,銷售數量,銷售金額,商品利潤
P08791,2021-07-10,2021-07-15,空運,C0006,Lisbon,Portugal,護貝機,辦公品,2,85,40
P08792,2021-07-10,2021-07-15,快捷,C0007,Berlin,Germany,打卡機,辦公品,4,245,71
P08793,2021-07-10,2021-07-15,航運,C0007,London,United Kingdom,麥片,食品,6,62,21
P08794,2021-07-10,2021-07-15,航運,C0007,London,United Kingdom,沙發,傢俱,1,15,5
P08795,2021-07-10,2021-07-15,航運,C0002,Hamburg,Germany,延長線,辦公品,8,669,281
P08796,2021-07-10,2021-07-15,航運,C0003,Munich,Germany,護貝機,辦公品,7,155,-3
P08797,2021-07-10,2021-07-15,空運,C0007,Birmingham,United Kingdom,打卡機,辦公品,4,30,-5
P08798,2021-07-10,2021-07-15,航運,C0004,Barcelona,Spain,護貝機,辦公品,9,198,46
P08799,2021-07-10,2021-07-16,快捷,C0007,Rome,Italy,沙發,傢俱,3,364,-90
P08800,2021-07-10,2021-07-16,快捷,C0003,Berlin,Germany,冷氣機,家電,6,151,42
P08801,2021-07-11,2021-07-15,空運,C0007,Paris,France,護貝機,辦公品,2,220,59
P08802,2021-07-11,2021-07-15,快捷,C0007,Hamburg,Germany,沙發,傢俱,3,72,4
P08803,2021-07-11,2021-07-14,航運,C0005,Madrid,Spain,護貝機,辦公品,5,43,1
P08804,2021-07-11,2021-07-14,航運,C0005,Barcelona,Spain,沙發,傢俱,6,797,231
P08805,2021-07-11,2021-07-14,空運,C0007,Munich,Germany,椅子,傢俱,5,890,115
P08806,2021-07-11,2021-07-14,空運,C0007,Paris,France,櫃子,傢俱,3,16,-12
P08807,2021-07-11,2021-07-18,航運,C0001,London,United Kingdom,沙發,傢俱,3,140,43
P08808,2021-07-11,2021-07-18,航運,C0006,Birmingham,United Kingdom,桌子,傢俱,1,5,0
P08809,2021-07-11,2021-07-18,快捷,C0001,Birmingham,United Kingdom,桌子,傢俱,2,20,8
P08810,2021-07-11,2021-07-15,航運,C0007,London,United Kingdom,護貝機,辦公品,2,17,2
P08811,2021-07-11,2021-07-15,航運,C0006,Munich,Germany,延長線,辦公品,2,530,69
P08812,2021-07-11,2021-07-15,航運,C0003,Barcelona,Spain,吸塵器,家電,4,90,31
P08813,2021-07-12,2021-07-14,航運,C0001,Bristol,United Kingdom,護貝機,辦公品,4,1722,539
P08814,2021-07-12,2021-07-17,航運,C0007,Berlin,Germany,護貝機,辦公品,4,42,-7
P08815,2021-07-12,2021-07-13,空運,C0001,Hamburg,Germany,椅子,傢俱,5,2191,66
P08816,2021-07-12,2021-07-13,快捷,C0007,Hamburg,Germany,速食麵,食品,7,444,160
P08817,2021-07-14,2021-07-20,航運,C0008,Paris,France,沙發,傢俱,3,116,10
P08818,2021-07-14,2021-07-15,空運,C0010,Madrid,Spain,椅子,傢俱,7,93,5
P08819,2021-07-14,2021-07-17,空運,C0007,Brussels,Belgium,護貝機,辦公品,8,96,-3
P08820,2021-07-15,2021-07-22,快捷,C0005,Liverpool,United Kingdom,沙發,傢俱,3,71,2
P08821,2021-07-15,2021-07-19,空運,C0006,Paris,France,沙發,傢俱,1,6,-5
P08822,2021-07-15,2021-07-20,快捷,C0003,Birmingham,United Kingdom,麥片,食品,2,59,-24
P08823,2021-07-15,2021-07-20,航運,C0005,Brussels,Belgium,沙發,傢俱,8,2525,-295
P08824,2021-07-16,2021-07-23,快捷,C0006,Madrid,Spain,櫃子,傢俱,1,174,69
P08825,2021-07-16,2021-07-18,空運,C0003,Birmingham,United Kingdom,護貝機,辦公品,2,19,-4
P08826,2021-07-16,2021-07-18,航運,C0004,Madrid,Spain,椅子,傢俱,5,65,-14
P08827,2021-07-16,2021-07-18,快捷,C0005,Barcelona,Spain,桌子,傢俱,2,24,2
P08828,2021-07-16,2021-07-18,航運,C0005,London,United Kingdom,沙發,傢俱,1,47,17
P08829,2021-07-16,2021-07-21,航運,C0004,Birmingham,United Kingdom,護貝機,辦公品,2,29,7
P08830,2021-07-16,2021-07-21,空運,C0005,Hamburg,Germany,櫃子,傢俱,1,23,0
P08831,2021-07-16,2021-07-21,空運,C0010,Lisbon,Portugal,沙發,傢俱,2,220,110
P08832,2021-07-16,2021-07-21,快捷,C0004,Munich,Germany,速食麵,食品,2,171,34
P08833,2021-07-16,2021-07-21,快捷,C0001,Paris,France,吸塵器,家電,2,24,5
P08834,2021-07-17,2021-07-22,空運,C0005,Lisbon,Portugal,冷氣機,家電,3,42,-30
P08835,2021-07-17,2021-07-22,快捷,C0006,Bern,Switzerland,投影機,家電,8,56,-23
P08836,2021-07-17,2021-07-19,空運,C0007,London,United Kingdom,吸塵器,家電,2,142,3
P08837,2021-07-17,2021-07-21,空運,C0001,Vienna,Austria,椅子,傢俱,5,21,5
P08838,2021-07-17,2021-07-17,航運,C0003,Amsterdam,Netherlands,沙發,傢俱,5,224,-67
P08839,2021-07-17,2021-07-17,快捷,C0003,Barcelona,Spain,護貝機,辦公品,1,82,1
P08840,2021-07-17,2021-07-17,航運,C0008,Bern,Switzerland,椅子,傢俱,4,1050,-315
P08841,2021-07-17,2021-07-17,航運,C0006,Madrid,Spain,投影機,家電,2,56,6
P08842,2021-07-17,2021-07-17,航運,C0001,Munich,Germany,沙發,傢俱,2,148,-30
P08843,2021-07-17,2021-07-17,空運,C0002,Paris,France,沙發,傢俱,3,78,7
P08844,2021-07-17,2021-07-21,快捷,C0007,Bristol,United Kingdom,護貝機,辦公品,2,28,1
P08845,2021-07-17,2021-07-20,航運,C0007,London,United Kingdom,椅子,傢俱,2,25,0
P08846,2021-07-17,2021-07-20,航運,C0003,Vienna,Austria,麥片,食品,2,103,15
P08847,2021-07-17,2021-07-20,航運,C0002,Bristol,United Kingdom,椅子,傢俱,3,27,1
P08848,2021-07-17,2021-07-20,航運,C0010,Birmingham,United Kingdom,沙發,傢俱,8,4001,1440
P08849,2021-07-17,2021-07-20,快捷,C0007,Barcelona,Spain,護貝機,辦公品,5,597,78
P08850,2021-07-17,2021-07-20,航運,C0001,Bristol,United Kingdom,延長線,辦公品,4,449,188
P08851,2021-07-17,2021-07-19,空運,C0007,Barcelona,Spain,護貝機,辦公品,2,636,13
P08852,2021-07-18,2021-07-25,快捷,C0006,Rome,Italy,冷氣機,家電,3,58,16
P08853,2021-07-18,2021-07-25,快捷,C0004,Berlin,Germany,冷氣機,家電,1,42,20
P08854,2021-07-19,2021-07-23,航運,C0006,Berlin,Germany,電腦椅,傢俱,8,3279,141
P08855,2021-07-19,2021-07-23,航運,C0002,London,United Kingdom,桌子,傢俱,2,218,-51
P08856,2021-07-19,2021-07-23,快捷,C0007,Barcelona,Spain,椅子,傢俱,1,54,-8
P08857,2021-07-19,2021-07-23,空運,C0007,Madrid,Spain,延長線,辦公品,2,8,-5
P08858,2021-07-19,2021-07-24,空運,C0008,Berlin,Germany,冷氣機,家電,1,75,-70
P08859,2021-07-21,2021-07-25,航運,C0003,Brussels,Belgium,櫃子,傢俱,2,15,0
P08860,2021-07-21,2021-07-25,航運,C0001,Birmingham,United Kingdom,沙發,傢俱,6,2064,141
P08861,2021-07-21,2021-07-25,空運,C0007,London,United Kingdom,椅子,傢俱,5,45,13
P08862,2021-07-21,2021-07-25,航運,C0003,Bern,Switzerland,桌子,傢俱,3,77,28
P08863,2021-07-21,2021-07-25,快捷,C0001,Birmingham,United Kingdom,延長線,辦公品,2,14,0
P08864,2021-07-21,2021-07-26,航運,C0005,Madrid,Spain,護貝機,辦公品,6,1188,214
P08865,2021-07-22,2021-07-27,航運,C0002,Berlin,Germany,櫃子,傢俱,4,378,-20
P08866,2021-07-22,2021-07-27,空運,C0003,Brussels,Belgium,麥片,食品,6,34,9
P08867,2021-07-22,2021-07-27,航運,C0008,Berlin,Germany,延長線,辦公品,2,551,-158
P08868,2021-07-22,2021-07-27,空運,C0008,Madrid,Spain,投影機,家電,5,271,-5
P08869,2021-07-22,2021-07-25,航運,C0008,Birmingham,United Kingdom,櫃子,傢俱,3,123,21
P08870,2021-07-22,2021-07-25,航運,C0008,London,United Kingdom,麥片,食品,6,738,125
P08871,2021-07-22,2021-07-25,空運,C0004,Berlin,Germany,沙發,傢俱,6,1270,559
P08872,2021-07-22,2021-07-25,航運,C0003,Munich,Germany,櫃子,傢俱,3,579,127
P08873,2021-07-22,2021-07-29,空運,C0003,Lisbon,Portugal,電腦椅,傢俱,5,2039,110
P08874,2021-07-22,2021-07-29,空運,C0009,Brussels,Belgium,櫃子,傢俱,2,18,5
P08875,2021-07-22,2021-07-29,航運,C0005,Birmingham,United Kingdom,桌子,傢俱,3,54,-1
P08876,2021-07-23,2021-07-25,空運,C0001,London,United Kingdom,電腦椅,傢俱,1,25,8
P08877,2021-07-23,2021-07-25,空運,C0008,Rome,Italy,護貝機,辦公品,3,132,54
P08878,2021-07-23,2021-07-25,空運,C0007,Bern,Switzerland,電腦椅,傢俱,3,41,19
P08879,2021-07-23,2021-07-27,航運,C0003,London,United Kingdom,桌子,傢俱,4,368,147
P08880,2021-07-23,2021-07-25,快捷,C0003,Madrid,Spain,櫃子,傢俱,5,952,-53
P08881,2021-07-23,2021-07-25,快捷,C0003,Berlin,Germany,打卡機,辦公品,3,41,14
P08882,2021-07-23,2021-07-28,航運,C0003,Madrid,Spain,吸塵器,家電,2,469,78
P08883,2021-07-23,2021-07-26,快捷,C0001,Amsterdam,Netherlands,椅子,傢俱,2,12,2
P08884,2021-07-23,2021-07-26,航運,C0007,Liverpool,United Kingdom,延長線,辦公品,4,195,47
P08885,2021-07-23,2021-07-26,快捷,C0005,London,United Kingdom,櫃子,傢俱,3,12,3
P08886,2021-07-23,2021-07-29,空運,C0001,Vienna,Austria,速食麵,食品,4,45,0
P08887,2021-07-23,2021-07-29,空運,C0005,London,United Kingdom,麥片,食品,6,81,-46
P08888,2021-07-24,2021-07-30,航運,C0001,London,United Kingdom,櫃子,傢俱,9,128,-87
P08889,2021-07-24,2021-07-30,航運,C0002,Birmingham,United Kingdom,椅子,傢俱,1,5,0
P08890,2021-07-24,2021-07-30,空運,C0008,Berlin,Germany,電腦椅,傢俱,3,391,30
P08891,2021-07-24,2021-07-26,空運,C0002,Birmingham,United Kingdom,冷氣機,家電,2,68,15
P08892,2021-07-24,2021-07-26,快捷,C0007,Munich,Germany,延長線,辦公品,3,200,16
P08893,2021-07-24,2021-07-27,航運,C0007,Berlin,Germany,護貝機,辦公品,6,32,-20
P08894,2021-07-24,2021-07-27,航運,C0001,Barcelona,Spain,延長線,辦公品,2,56,-24
P08895,2021-07-24,2021-07-27,空運,C0008,Bristol,United Kingdom,電腦椅,傢俱,2,62,-30
P08896,2021-07-24,2021-07-27,空運,C0007,Munich,Germany,桌子,傢俱,4,40,5
P08897,2021-07-25,2021-07-30,快捷,C0007,Berlin,Germany,投影機,家電,4,24,-2
P08898,2021-07-25,2021-07-28,快捷,C0005,Munich,Germany,速食麵,食品,5,45,17
P08899,2021-07-26,2021-07-28,航運,C0002,Lisbon,Portugal,速食麵,食品,2,68,0
P08900,2021-07-26,2021-07-28,空運,C0008,London,United Kingdom,護貝機,辦公品,7,322,26
P08901,2021-07-26,2021-07-31,空運,C0009,Paris,France,護貝機,辦公品,3,41,-10
P08902,2021-07-26,2021-07-30,航運,C0007,Paris,France,桌子,傢俱,3,42,11
P08903,2021-07-26,2021-07-30,航運,C0008,Munich,Germany,沙發,傢俱,2,12,-4
P08904,2021-07-26,2021-07-30,空運,C0010,London,United Kingdom,護貝機,辦公品,2,624,62
P08905,2021-07-27,2021-08-02,空運,C0009,Birmingham,United Kingdom,桌子,傢俱,2,163,33
P08906,2021-07-27,2021-08-02,航運,C0007,Madrid,Spain,延長線,辦公品,2,102,-3
P08907,2021-07-27,2021-08-02,航運,C0001,Munich,Germany,護貝機,辦公品,2,42,-13
P08908,2021-07-27,2021-08-02,航運,C0003,Hamburg,Germany,椅子,傢俱,3,42,-16
P08909,2021-07-27,2021-08-02,空運,C0003,Barcelona,Spain,沙發,傢俱,2,459,-77
P08910,2021-07-27,2021-07-29,空運,C0008,Barcelona,Spain,椅子,傢俱,2,51,10
P08911,2021-07-28,2021-07-28,航運,C0006,Paris,France,椅子,傢俱,3,94,3
P08912,2021-07-28,2021-07-31,快捷,C0007,Amsterdam,Netherlands,沙發,傢俱,2,465,-256
P08913,2021-07-28,2021-07-31,空運,C0002,Birmingham,United Kingdom,沙發,傢俱,2,30,-5
P08914,2021-07-28,2021-07-29,航運,C0001,Barcelona,Spain,投影機,家電,2,12,-5
P08915,2021-07-29,2021-08-02,快捷,C0007,Bern,Switzerland,延長線,辦公品,4,504,12
P08916,2021-07-29,2021-08-02,空運,C0007,Bern,Switzerland,延長線,辦公品,7,1922,227
P08917,2021-07-29,2021-07-29,航運,C0006,Madrid,Spain,沙發,傢俱,3,93,25
P08918,2021-07-29,2021-07-29,航運,C0010,Liverpool,United Kingdom,電腦椅,傢俱,8,576,271
P08919,2021-07-29,2021-08-03,快捷,C0008,Amsterdam,Netherlands,吸塵器,家電,7,343,14
P08920,2021-07-29,2021-08-01,航運,C0004,Paris,France,延長線,辦公品,2,248,27
P08921,2021-07-29,2021-08-02,快捷,C0009,Birmingham,United Kingdom,櫃子,傢俱,2,40,-26
P08922,2021-07-29,2021-08-02,空運,C0002,Hamburg,Germany,椅子,傢俱,5,1252,438
P08923,2021-07-29,2021-08-02,空運,C0010,Barcelona,Spain,冷氣機,家電,4,296,71
P08924,2021-07-31,2021-08-06,快捷,C0007,London,United Kingdom,沙發,傢俱,4,81,-19
P08925,2021-07-31,2021-08-06,航運,C0005,Brussels,Belgium,延長線,辦公品,2,287,-192
P08926,2021-07-31,2021-08-06,快捷,C0007,Paris,France,沙發,傢俱,5,456,-46
P08927,2021-07-31,2021-08-06,快捷,C0001,Bern,Switzerland,延長線,辦公品,2,36,1
P08928,2021-08-01,2021-08-05,航運,C0001,Bern,Switzerland,護貝機,辦公品,4,76,34
P08929,2021-08-01,2021-08-06,空運,C0005,London,United Kingdom,打卡機,辦公品,2,33,-14
P08930,2021-08-01,2021-08-06,航運,C0010,Hamburg,Germany,沙發,傢俱,4,2172,628
P08931,2021-08-01,2021-08-05,空運,C0002,Munich,Germany,吸塵器,家電,3,88,12
P08932,2021-08-01,2021-08-05,航運,C0001,Munich,Germany,延長線,辦公品,3,93,22
P08933,2021-08-01,2021-08-05,航運,C0007,Bern,Switzerland,護貝機,辦公品,9,168,65
P08934,2021-08-01,2021-08-05,快捷,C0007,Lisbon,Portugal,投影機,家電,4,45,2
P08935,2021-08-01,2021-08-05,航運,C0006,Berlin,Germany,櫃子,傢俱,5,2070,849
P08936,2021-08-01,2021-08-05,航運,C0001,Madrid,Spain,護貝機,辦公品,1,13,-11
P08937,2021-08-01,2021-08-04,快捷,C0008,Berlin,Germany,沙發,傢俱,2,20,4
P08938,2021-08-01,2021-08-02,空運,C0004,Paris,France,護貝機,辦公品,1,367,158
P08939,2021-08-01,2021-08-07,航運,C0006,Madrid,Spain,櫃子,傢俱,2,372,43
P08940,2021-08-02,2021-08-07,航運,C0009,Barcelona,Spain,沙發,傢俱,2,336,118
P08941,2021-08-02,2021-08-07,快捷,C0010,Rome,Italy,桌子,傢俱,2,10,3
P08942,2021-08-02,2021-08-07,快捷,C0005,Hamburg,Germany,延長線,辦公品,2,13,6
P08943,2021-08-02,2021-08-04,空運,C0007,Lisbon,Portugal,櫃子,傢俱,10,67,5
P08944,2021-08-02,2021-08-04,快捷,C0007,London,United Kingdom,沙發,傢俱,1,9,-6
P08945,2021-08-02,2021-08-04,快捷,C0004,Birmingham,United Kingdom,沙發,傢俱,4,243,-138
P08946,2021-08-02,2021-08-04,航運,C0003,London,United Kingdom,椅子,傢俱,4,54,-1
P08947,2021-08-03,2021-08-07,航運,C0007,Madrid,Spain,桌子,傢俱,3,85,-54
P08948,2021-08-03,2021-08-07,航運,C0007,Birmingham,United Kingdom,椅子,傢俱,3,741,68
P08949,2021-08-03,2021-08-03,空運,C0007,London,United Kingdom,沙發,傢俱,1,14,-1
P08950,2021-08-03,2021-08-03,快捷,C0001,Lisbon,Portugal,沙發,傢俱,2,211,-67
P08951,2021-08-03,2021-08-03,航運,C0005,Bern,Switzerland,櫃子,傢俱,2,44,0
P08952,2021-08-04,2021-08-06,空運,C0004,Berlin,Germany,投影機,家電,3,62,24
P08953,2021-08-04,2021-08-10,空運,C0007,Berlin,Germany,沙發,傢俱,4,552,196
P08954,2021-08-04,2021-08-10,航運,C0010,Hamburg,Germany,護貝機,辦公品,9,194,-121
P08955,2021-08-05,2021-08-09,航運,C0003,Bern,Switzerland,沙發,傢俱,3,60,16
P08956,2021-08-05,2021-08-09,航運,C0003,Paris,France,電腦椅,傢俱,2,123,32
P08957,2021-08-05,2021-08-09,航運,C0006,Bristol,United Kingdom,投影機,家電,6,175,-46
P08958,2021-08-05,2021-08-09,快捷,C0003,Birmingham,United Kingdom,沙發,傢俱,3,322,-133
P08959,2021-08-05,2021-08-09,空運,C0002,Bern,Switzerland,麥片,食品,3,323,-67
P08960,2021-08-05,2021-08-09,空運,C0009,Paris,France,沙發,傢俱,3,21,-6
P08961,2021-08-05,2021-08-09,航運,C0006,Birmingham,United Kingdom,椅子,傢俱,4,42,2
P08962,2021-08-05,2021-08-09,快捷,C0004,Barcelona,Spain,電腦椅,傢俱,2,91,10
P08963,2021-08-05,2021-08-09,航運,C0003,Madrid,Spain,椅子,傢俱,2,124,7
P08964,2021-08-05,2021-08-09,空運,C0004,London,United Kingdom,護貝機,辦公品,3,22,-6
P08965,2021-08-05,2021-08-09,快捷,C0003,Birmingham,United Kingdom,護貝機,辦公品,2,90,-29
P08966,2021-08-05,2021-08-06,航運,C0002,Barcelona,Spain,護貝機,辦公品,9,4192,1164
P08967,2021-08-05,2021-08-10,快捷,C0010,Vienna,Austria,櫃子,傢俱,5,58,20
P08968,2021-08-05,2021-08-06,航運,C0005,Birmingham,United Kingdom,桌子,傢俱,4,528,88
P08969,2021-08-05,2021-08-09,空運,C0007,Brussels,Belgium,投影機,家電,3,33,-23
P08970,2021-08-05,2021-08-09,空運,C0007,Birmingham,United Kingdom,沙發,傢俱,4,781,-600
P08971,2021-08-05,2021-08-12,快捷,C0010,Rome,Italy,沙發,傢俱,1,16,5
P08972,2021-08-05,2021-08-10,快捷,C0004,Rome,Italy,沙發,傢俱,3,54,-21
P08973,2021-08-05,2021-08-12,空運,C0010,Vienna,Austria,沙發,傢俱,6,127,32
P08974,2021-08-05,2021-08-12,空運,C0002,London,United Kingdom,冷氣機,家電,2,22,8
P08975,2021-08-05,2021-08-10,空運,C0005,Barcelona,Spain,速食麵,食品,2,60,-26
P08976,2021-08-05,2021-08-10,航運,C0002,London,United Kingdom,沙發,傢俱,4,43,4
P08977,2021-08-06,2021-08-09,空運,C0007,Rome,Italy,電腦椅,傢俱,4,2550,280
P08978,2021-08-06,2021-08-09,航運,C0002,Lisbon,Portugal,桌子,傢俱,3,30,14
P08979,2021-08-06,2021-08-09,航運,C0003,Bern,Switzerland,電腦椅,傢俱,3,46,6
P08980,2021-08-06,2021-08-09,快捷,C0009,Berlin,Germany,速食麵,食品,4,221,68
P08981,2021-08-06,2021-08-10,航運,C0004,Hamburg,Germany,投影機,家電,8,988,276
P08982,2021-08-06,2021-08-10,航運,C0003,Hamburg,Germany,麥片,食品,3,159,60
P08983,2021-08-06,2021-08-10,航運,C0003,Hamburg,Germany,延長線,辦公品,4,68,14
P08984,2021-08-06,2021-08-10,空運,C0001,Bristol,United Kingdom,冷氣機,家電,1,14,-5
P08985,2021-08-06,2021-08-12,空運,C0003,Munich,Germany,椅子,傢俱,5,327,147
P08986,2021-08-06,2021-08-12,空運,C0005,Vienna,Austria,沙發,傢俱,3,423,13
P08987,2021-08-06,2021-08-10,快捷,C0007,Birmingham,United Kingdom,桌子,傢俱,3,458,112
P08988,2021-08-06,2021-08-10,航運,C0001,Barcelona,Spain,櫃子,傢俱,6,46,18
P08989,2021-08-06,2021-08-07,空運,C0003,Berlin,Germany,投影機,家電,1,172,64
P08990,2021-08-06,2021-08-10,航運,C0002,London,United Kingdom,桌子,傢俱,1,43,-4
P08991,2021-08-06,2021-08-10,空運,C0008,Berlin,Germany,櫃子,傢俱,2,13,-2
P08992,2021-08-06,2021-08-10,快捷,C0008,Hamburg,Germany,延長線,辦公品,3,20,-14
P08993,2021-08-06,2021-08-10,空運,C0007,Bern,Switzerland,吸塵器,家電,2,148,-6
P08994,2021-08-06,2021-08-10,快捷,C0001,Birmingham,United Kingdom,櫃子,傢俱,2,198,-127
P08995,2021-08-06,2021-08-08,航運,C0007,Brussels,Belgium,速食麵,食品,2,19,7
P08996,2021-08-06,2021-08-08,空運,C0008,Paris,France,延長線,辦公品,5,108,4
P08997,2021-08-06,2021-08-10,空運,C0001,Liverpool,United Kingdom,延長線,辦公品,2,5,-1
P08998,2021-08-06,2021-08-10,快捷,C0007,Munich,Germany,沙發,傢俱,6,1113,-705
P08999,2021-08-06,2021-08-10,航運,C0001,Berlin,Germany,沙發,傢俱,2,38,-20
P09000,2021-08-06,2021-08-10,空運,C0003,Madrid,Spain,電腦椅,傢俱,1,14,1
P09001,2021-08-07,2021-08-12,航運,C0007,Hamburg,Germany,桌子,傢俱,2,77,33
P09002,2021-08-07,2021-08-12,航運,C0006,Madrid,Spain,沙發,傢俱,4,571,251
P09003,2021-08-07,2021-08-12,航運,C0006,Munich,Germany,延長線,辦公品,4,197,90
P09004,2021-08-07,2021-08-12,空運,C0003,Barcelona,Spain,沙發,傢俱,7,2584,291
P09005,2021-08-07,2021-08-12,航運,C0007,Madrid,Spain,延長線,辦公品,2,141,-37
P09006,2021-08-07,2021-08-09,航運,C0004,Birmingham,United Kingdom,電腦椅,傢俱,5,223,0
P09007,2021-08-07,2021-08-09,航運,C0006,Vienna,Austria,冷氣機,家電,5,874,-11
P09008,2021-08-07,2021-08-09,空運,C0006,Birmingham,United Kingdom,椅子,傢俱,3,669,-32
P09009,2021-08-07,2021-08-12,快捷,C0007,Madrid,Spain,延長線,辦公品,5,64,-10
P09010,2021-08-07,2021-08-12,快捷,C0002,Amsterdam,Netherlands,沙發,傢俱,2,289,49
P09011,2021-08-07,2021-08-12,空運,C0005,Berlin,Germany,吸塵器,家電,3,140,42
P09012,2021-08-07,2021-08-09,航運,C0001,London,United Kingdom,椅子,傢俱,4,29,0
P09013,2021-08-07,2021-08-09,空運,C0006,Paris,France,冷氣機,家電,4,342,-57
P09014,2021-08-07,2021-08-09,快捷,C0005,Munich,Germany,沙發,傢俱,1,36,-1
P09015,2021-08-08,2021-08-12,空運,C0002,Birmingham,United Kingdom,延長線,辦公品,7,341,75
P09016,2021-08-08,2021-08-08,航運,C0003,Berlin,Germany,桌子,傢俱,2,217,33
P09017,2021-08-08,2021-08-08,航運,C0004,Birmingham,United Kingdom,護貝機,辦公品,3,54,17
P09018,2021-08-08,2021-08-08,空運,C0007,Birmingham,United Kingdom,護貝機,辦公品,2,288,0
P09019,2021-08-08,2021-08-15,空運,C0004,Vienna,Austria,護貝機,辦公品,7,88,15
P09020,2021-08-08,2021-08-15,空運,C0008,Madrid,Spain,延長線,辦公品,1,138,23
P09021,2021-08-08,2021-08-12,空運,C0005,Berlin,Germany,延長線,辦公品,4,32,9
P09022,2021-08-08,2021-08-11,快捷,C0003,Birmingham,United Kingdom,沙發,傢俱,3,22,-13
P09023,2021-08-08,2021-08-11,快捷,C0005,Liverpool,United Kingdom,沙發,傢俱,3,34,3
P09024,2021-08-08,2021-08-11,空運,C0002,Bristol,United Kingdom,速食麵,食品,3,63,19
P09025,2021-08-08,2021-08-11,航運,C0005,Barcelona,Spain,吸塵器,家電,3,47,20
P09026,2021-08-08,2021-08-11,空運,C0003,Hamburg,Germany,沙發,傢俱,4,34,15
P09027,2021-08-08,2021-08-11,快捷,C0007,Munich,Germany,護貝機,辦公品,5,152,43
P09028,2021-08-08,2021-08-11,快捷,C0007,Rome,Italy,桌子,傢俱,3,41,4
P09029,2021-08-08,2021-08-13,航運,C0002,Hamburg,Germany,櫃子,傢俱,1,55,-7
P09030,2021-08-08,2021-08-13,快捷,C0001,London,United Kingdom,冷氣機,家電,2,87,32
P09031,2021-08-08,2021-08-15,空運,C0007,Birmingham,United Kingdom,投影機,家電,4,1039,93
P09032,2021-08-08,2021-08-14,航運,C0007,Paris,France,護貝機,辦公品,5,251,43
P09033,2021-08-08,2021-08-11,空運,C0003,Bristol,United Kingdom,麥片,食品,1,139,32
P09034,2021-08-08,2021-08-10,快捷,C0005,Barcelona,Spain,吸塵器,家電,4,66,3
P09035,2021-08-08,2021-08-10,航運,C0010,Paris,France,護貝機,辦公品,2,26,6
P09036,2021-08-08,2021-08-10,快捷,C0003,Madrid,Spain,護貝機,辦公品,2,264,-24
P09037,2021-08-09,2021-08-10,航運,C0009,Berlin,Germany,沙發,傢俱,3,8,-6
P09038,2021-08-09,2021-08-13,快捷,C0007,Birmingham,United Kingdom,桌子,傢俱,2,216,-113
P09039,2021-08-09,2021-08-13,快捷,C0004,Birmingham,United Kingdom,護貝機,辦公品,5,117,44
P09040,2021-08-09,2021-08-14,快捷,C0005,Rome,Italy,櫃子,傢俱,3,964,-887
P09041,2021-08-09,2021-08-14,快捷,C0007,Lisbon,Portugal,桌子,傢俱,2,31,-15
P09042,2021-08-09,2021-08-14,快捷,C0007,Birmingham,United Kingdom,電腦椅,傢俱,6,32,-17
P09043,2021-08-09,2021-08-14,空運,C0006,Berlin,Germany,護貝機,辦公品,2,137,0
P09044,2021-08-09,2021-08-13,空運,C0007,Munich,Germany,櫃子,傢俱,3,397,16
P09045,2021-08-09,2021-08-13,航運,C0006,Birmingham,United Kingdom,麥片,食品,3,520,244
P09046,2021-08-09,2021-08-13,快捷,C0007,Hamburg,Germany,速食麵,食品,1,539,183
P09047,2021-08-09,2021-08-12,航運,C0004,Hamburg,Germany,冷氣機,家電,4,219,0
P09048,2021-08-09,2021-08-12,航運,C0008,Bristol,United Kingdom,護貝機,辦公品,5,152,75
P09049,2021-08-09,2021-08-13,空運,C0002,Rome,Italy,延長線,辦公品,5,289,55
P09050,2021-08-09,2021-08-13,快捷,C0001,Berlin,Germany,冷氣機,家電,5,145,26
P09051,2021-08-09,2021-08-12,航運,C0007,Amsterdam,Netherlands,冷氣機,家電,2,88,7
P09052,2021-08-11,2021-08-15,航運,C0001,London,United Kingdom,速食麵,食品,4,37,15
P09053,2021-08-11,2021-08-15,空運,C0007,Birmingham,United Kingdom,速食麵,食品,3,30,12
P09054,2021-08-11,2021-08-16,快捷,C0002,Paris,France,桌子,傢俱,1,13,-1
P09055,2021-08-11,2021-08-16,航運,C0003,London,United Kingdom,麥片,食品,5,685,-233
P09056,2021-08-11,2021-08-16,空運,C0007,Berlin,Germany,護貝機,辦公品,1,338,4
P09057,2021-08-11,2021-08-16,快捷,C0007,Hamburg,Germany,投影機,家電,2,31,-1
P09058,2021-08-11,2021-08-11,航運,C0003,Birmingham,United Kingdom,速食麵,食品,4,813,358
P09059,2021-08-11,2021-08-11,航運,C0005,Hamburg,Germany,護貝機,辦公品,1,254,41
P09060,2021-08-11,2021-08-16,航運,C0008,Berlin,Germany,沙發,傢俱,2,103,3
P09061,2021-08-11,2021-08-11,航運,C0001,Madrid,Spain,沙發,傢俱,3,398,20
P09062,2021-08-11,2021-08-11,航運,C0009,Bern,Switzerland,沙發,傢俱,3,726,356
P09063,2021-08-12,2021-08-14,快捷,C0008,Bern,Switzerland,沙發,傢俱,1,178,-16
P09064,2021-08-12,2021-08-14,航運,C0003,London,United Kingdom,冷氣機,家電,3,397,71
P09065,2021-08-12,2021-08-14,快捷,C0005,Liverpool,United Kingdom,護貝機,辦公品,14,609,0
